NSE Ticker,Name
MODIS,MODIS NAVNIRMAN LTD      
MODISONLTD,MODISON LIMITED          
MODTHREAD,MODERN THREADS INDIA LTD 
MOHITIND,MOHIT INDUSTRIES LTD     
MOIL,MOIL LIMITED             
MOKSH,MOKSH ORNAMENTS LIMITED  
MOL,MEGHMANI ORGANICS LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD
MOLDTKPAC,MOLD-TEK PACKAGING LTD   
MONARCH,MONARCH NETWORTH CAP LTD 
MONEYBOXX,MONEYBOXX FINANCE LIMITED
MONOLITH,MONOLITHISCH INDIA LTD   
MONOPHARMA,MONO PHARMACARE LIMITED  
MONTECARLO,MONTE CARLO FASHIONS LTD.
MOREPENLAB,MOREPEN LAB. LTD         
MOS,MOS UTILITY LIMITED      
MOSCHIP,MOSCHIP TECHNOLOGIES LTD 
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD
MOTILALOFS,MOTILAL OSWAL FIN LTD    
MOTISONS,MOTISONS JEWELLERS LTD   
MOTOGENFIN,MOTOR & GENERAL FINANCE L
MOXSH,MOXSH OVERSEAS EDUCON LTD
MPEL,MANAS POLYMER N ENERGIE L
MPHASIS,MPHASIS LIMITED          
MPSLTD,MPS LIMITED              
MPTODAY,M P TODAY MEDIA LIMITED  
MRF,MRF LTD                  
MRIL,MAHENDRA REALTO & INFRA L
MRPL,MRPL                     
MSPL,MSP STEEL & POWER LTD.   
MSTCLTD,MSTC LIMITED             
MSUMI,MOTHERSON SUMI WRNG IND L
MTARTECH,MTAR TECHNOLOGIES LIMITED
MTEDUCARE,MT EDUCARE LTD           
MTNL,MAHANAGAR TELEPHONE NIGAM
MUFIN,MUFIN GREEN FINANCE LTD  
MUFTI,CREDO BRANDS MARKETING L 
MUKANDLTD,MUKAND LTD.              
MUKKA,MUKKA PROTEINS LIMITED   
MUKTAARTS,MUKTA ARTS LIMITED       
MUNISH,MUNISH FORGE LIMITED     
MUNJALAU,MUNJAL AUTO IND. LTD.    
MUNJALSHOW,MUNJAL SHOWA LTD         
MURUDCERA,MURUDESHWAR CERAMICS LTD 
MUTHOOTCAP,MUTHOOT CAP SERV LTD     
MUTHOOTFIN,MUTHOOT FINANCE LIMITED  
MUTHOOTMF,MUTHOOT MICROFIN LIMITED 
MVELECTRO,MV ELECTROSYSTEMS LIMITED
MVGJL,MANOJ VAIBHAV GEM N JEW L
MVKAGRO,M.V.K. AGRO FOOD PROD LTD
MWL,MANGALAM WORLDWIDE LTD   
MYMUDRA,MY MUDRA FINCORP LIMITED 
NACLIND,NACL INDUSTRIES LIMITED  
NAGREEKCAP,NAGREEKA CAP & INFR.LTD  
NAGREEKEXP,NAGREEKA EXPORTS LTD.    
NAHARCAP,NAHAR CAP & FIN.         
NAHARINDUS,NAHAR INDS ENT LTD       
NAHARPOLY,NAHAR POLY FILMS LIMITED 
NAHARSPING,NAHAR SPINNING MILLS LTD.
NAM-INDIA,NIPPON L I A M LTD       
NAMAN,NAMAN INDUSTRE PRXIMA LTD
NAMOEWASTE,NAMO EWASTE MANAGEMENT L 
NARMADA,NARMADA AGROBASE LIMITED 
NATCAPSUQ,NATURAL CAPSULES LIMITED 
NATCOPHARM,NATCO PHARMA LTD.        
NATHBIOGEN,NATH BIO-GENES (I) LTD   
NATIONALUM,NATIONAL ALUMINIUM CO LTD
NATIONSTD,NATIONAL STAND (INDIA) L 
NAUKRI,INFO EDGE (I) LTD        
NAVA,NAVA LIMITED             
NAVINFLUOR,NAVIN FLUORINE INT. LTD  
NAVKARCORP,NAVKAR CORPORATION LTD.  
NAVKARURB,NAVKAR URBANSTRUCTURE LTD
NAVNETEDUL,NAVNEET EDUCATION LTD    
NAZARA,NAZARA TECHNOLOGIES LTD  
NBCC,NBCC (INDIA) LIMITED     
NBIFIN,N.B.I. IND. FIN. CO. LTD 
NCC,NCC LIMITED              
NCLIND,NCL INDUSTRIES LIMITED   
NDGL,NAGA DHUNSERI GROUP LTD  
NDL,NANDAN DENIM LIMITED     
NDLVENTURE,NDL VENTURES LIMITED     
NDRAUTO,NDR AUTO COMPONENTS LTD  
NDRINVIT,NDR INVIT TRUST          
NDTV,NDTV LTD                 
NEAGI,NEELAMALAI AGRO INDS. L  
NECCLTD,NORTH EAST CARRY CORP LTD
NECLIFE,NECTAR LIFESCIENCES LTD. 
NEELAM,NEELAM LINENS & GAR (I) L
NELCAST,NELCAST LIMITED          
NELCO,NELCO LTD                
NEOCHEM,NEOCHEM BIO SOLUTIONS LTD
NEOGEN,NEOGEN CHEMICALS LIMITED 
NEPHROCARE,NEPHRO CARE INDIA LIMITED
NEPHROPLUS,NEPHROCARE HEALTH SERV L 
NEPTUNE,NEPTUNE PETROCHEMICALS L 
NESCO,NESCO LTD.               
NESTLEIND,NESTLE INDIA LIMITED     
NETWEB,NETWEB TECH INDIA LTD    
NETWORK18,NETWORK18 MEDIA & INV LTD
NEUEON,NEUEON CORPORATION LTD   
NEULANDLAB,NEULAND LAB LTD.         
NEWGEN,NEWGEN SOFTWARE TECH LTD 
NEWJAISA,NEWJAISA TECHNOLOGIES LTD
NEXTMEDIA,NEXT MEDIAWORKS LIMITED  
NFL,NATIONAL FERT. LTD       
NFPSAMPOOR,NFP SAMPOORNA FOODS LTD  
NGIL,NAKODA GROUP OF IND. LTD 
NGLFINE,NGL FINE CHEM LIMITED    
NH,NARAYANA HRUDAYALAYA LTD.
NHIT,NATIONAL HIGHW INFRA TRUS
NHPC,NHPC LTD                 
NIACL,THE NEW INDIA ASSU CO LTD
NIBE,NIBE LIMITED             
NIBL,NRB INDUS. BEARINGS LTD. 
NIDAN,NIDAN LABS AND HEALTH LTD
NIITLTD,NIIT LIMITED             
NIITMTS,NIIT LEARNING SYSTEMS LTD
NIKITA,NIKITA GRENTEC RECYCL LTD
NILAINFRA,NILA INFRASTRUCTURES LTD 
NILASPACES,NILA SPACES LIMITED      
NILE,NILE LTD.                
NILKAMAL,NILKAMAL LIMITED         
NIMBSPROJ,NIMBUS PROJECTS LIMITED  
NINSYS,NINTEC SYSTEMS LIMITED   
NIPPOBATRY,INDO-NATIONAL LIMITED    
NIRAJ,NIRAJ CEMENT STRUC LTD   
NIRAJISPAT,NIRAJ ISPAT IND LTD      
NIRLON,NIRLON LTD               
NIRMAN,NIRMAN AGRI GENTICS LTD  
NITCO,NITCO LIMITED            
NITINSPIN,NITIN SPINNERS LIMITED   
NITIRAJ,NITIRAJ ENGINEERS LTD    
NITTAGELA,NITTA GELATIN INDIA LTD. 
NIVABUPA,NIVA BUPA HEALTH INS CO L
NKIND,NK INDUSTRIES LTD        
NLCINDIA,NLC INDIA LIMITED        
NMDC,NMDC LTD.                
NMSTEEL,NEWMALAYALAM STEEL LTD   
NOCIL,NOCIL LIMITED            
NOIDATOLL,NOIDA TOLL BRIDGE CO LTD 
NORBTEAEXP,NORBEN TEA & EXPORTS LTD 
NORTHARC,NORTHERN ARC CAPITAL LTD 
NOVAAGRI,NOVA AGRITECH LIMITED    
NOVARTIND,NOVARTIS INDIA LIMITED   
NPST,NETWORK PEOPLE SRV TECH L
NRAIL,N R AGARWAL INDS LTD     
NRBBEARING,NRB BEARING LIMITED      
NRL,NUPUR RECYCLERS LIMITED  
NRVANDANA,N R VANDANA TEX IND LTD  
NSIL,NALWA SONS INVESTMENT LTD
NSLNISP,NMDC STEEL LIMITED       
NTPC,NTPC LTD                 
NTPCGREEN,NTPC GREEN ENERGY LIMITED
NUCLEUS,NUCLEUS SOFTWARE EXPORTS 
NURECA,NURECA LIMITED           
NUVAMA,NUVAMA WEALTH MANAGE LTD 
NUVOCO,NUVOCO VISTAS CORP LTD   
NXST,NEXUS SELECT TRUST       
NXT-INFRA,NXT-INFRA TRUST          
NYKAA,FSN E COMMERCE VENTURES  
OAL,ORIENTAL AROMATICS LTD   
OBCL,OBCL LIMITED             
OBEROIRLTY,OBEROI REALTY LIMITED    
OBSCP,OBSC PERFECTION LIMITED  
OCCLLTD,OCCL LIMITED             
ODIGMA,ODIGMA CONSULTANCY SOL L 
OFSS,ORACLE FIN SERV SOFT LTD.
OIL,OIL INDIA LTD            
OILCOUNTUB,OIL COUNTRY TUBULAR LTD. 
OLAELEC,OLA ELECTRIC MOBILITY LTD
OLECTRA,OLECTRA GREENTECH LIMITED
OLIL,ONECLICK LOGISTICS IND L 
OMAXAUTO,OMAX AUTOS LTD           
OMAXE,OMAXE LIMITED            
OMFREIGHT,OM FREIGHT FORWARDERS LTD
OMFURN,OMFURN INDIA LIMITED     
OMINFRAL,OM INFRA LIMITED         
OMNI,OMNITECH ENGINEERING LTD 
OMPOWER,OM POWER TRANSMISSION LTD
ONDOOR,ON DOOR CONCEPTS LIMITED 
ONELIFECAP,ONELIFE CAP ADVISORS LTD 
ONEPOINT,ONE POINT ONE SOL LTD    
ONESOURCE,ONESOURCE SPECL PHARMA L 
ONGC,OIL AND NATURAL GAS CORP.
ONIDA,ONIDA ELECTRONICS LIMITED
ONMOBILE,ONMOBILE GLOBAL LTD.     
ONWARDTEC,ONWARD TECHNOLOGIES LTD  
ONYX,ONYX BIOTEC LIMITED      
OPTIEMUS,OPTIEMUS INFRACOM LTD    
OPTIMYSTIX,OPTIMYSTIX ENT INDIA LTD 
OPTIVALUE,OPTIVALUE TEK CONSULT LTD
ORBTEXP,ORBIT EXPORTS LIMITED    
ORCHASP,ORCHASP LIMITED          
ORCHPHARMA,ORCHID PHARMA LIMITED    
ORIANA,ORIANA POWER LIMITED     
ORICONENT,ORICON ENTERPRISES LTD   
ORIENTALTL,ORIENTAL TRIMEX LTD      
ORIENTBELL,ORIENT BELL LIMITED      
ORIENTCEM,ORIENT CEMENT LTD.       
ORIENTCER,ORIENT CERATECH LIMITED  
ORIENTELEC,ORIENT ELECTRIC LIMITED  
ORIENTHOT,ORIENT HOTELS LTD        
ORIENTLTD,ORIENT PRESS LIMITED     
ORIENTPPR,ORIENT PAPER AND INDS LTD
ORIENTTECH,ORIENT TECHNOLOGIES LTD  
ORISSAMINE,ORISSA MIN DEV CO LTD    
ORKLAINDIA,ORKLA INDIA LIMITED      
ORTINGLOBE,ORTIN GLOBAL LIMITED     
OSEINTRUST,ORIENTAL INFRATRUST      
OSELDEVICE,OSEL DEVICES LIMITED     
OSIAHYPER,OSIA HYPER RETAIL LIMITED
OSWALAGRO,OSWAL AGRO MILLS LTD     
OSWALGREEN,OSWAL GREENTECH LIMITED  
OSWALPUMPS,OSWAL PUMPS LIMITED      
OSWALSEEDS,SHREEOSWAL S AND CHE LTD 
OWAIS,OWAIS METAL & MINERAL    
PACEDIGITK,PACE DIGITEK LIMITED     
PAGEIND,PAGE INDUSTRIES LTD      
PAISALO,PAISALO DIGITAL LIMITED  
PAKKA,PAKKA LIMITED            
PALASHSECU,PALASH SECURITIES LTD    
PALREDTEC,PALRED TECHNOLOGIES LTD  
PANACEABIO,PANACEA BIOTEC LTD       
PANACHE,PANACHE DIGILIFE LIMITED 
PANAMAPET,PANAMA PETROCHEM LTD     
PANSARI,PANSARI DEVELOPERS LTD   
PAR,PAR DRUGS AND CHEM LTD   
PARACABLES,PARAMOUNT COMM LTD       
PARADEEP,PARADEEP PHOSPHATES LTD  
PARAGMILK,PARAG MILK FOODS LTD.    
PARAGON,PARAGON FINE S.C. LTD.   
PARAMATRIX,PARAMATRIX TECHNOLOGIES L
PARAMOUNT,PARAMOUNT DYE TEC LIMITED
PARAMPARA,PARAMPARA DAIRY DLGHT LTD
PARAS,PARAS DEF AND SPCE TECH L
PARASPETRO,PARAS PETROFILS LTD.     
PARIN,PARIN ENTERPRISES LIMITED
PARKHOSPS,PARK MEDI WORLD LIMITED  
PARKHOTELS,PARKHOTELS               
PARSVNATH,PARSVNATH DEVELOPER LTD  
PARTH,PARTH ELEC & ENG LTD     
PARTYCRUS,PARTY CRUISERS LIMITED   
PASHUPATI,PASHUPATI COTSPIN LIMITED
PASUPTAC,PASUPATI ACRYLON LIMITED 
PATANJALI,PATANJALI FOODS LIMITED  
PATELENG,PATEL ENGINEERING LTD.   
PATELRMART,PATEL RETAIL LIMITED     
PATILAUTOM,PATIL AUTOMATION LIMITED 
PATINTLOG,PATEL INT. LOG. LTD      
PATTECH,PATTECH FITWELL TUB COM L
PAUSHAKLTD,PAUSHAK LIMITED          
PAVNAIND,PAVNA INDUSTRIES LIMITED 
PAYTM,ONE 97 COMMUNICATIONS LTD
PCBL,PCBL CHEMICAL LIMITED    
PCCL,PETRO CARBON AND CHEMI L 
PCJEWELLER,PC JEWELLER LTD          
PDMJEPAPER,PUDUMJEE PAPER PRO. LTD  
PDSL,PDS LIMITED              
PEARLPOLY,PEARL POLYMERS LTD       
PELATRO,PELATRO LIMITED          
PENIND,PENNAR INDUSTRIES LTD    
PENINLAND,PENINSULA LAND LIMITED   
PENTAGON,PENTAGON RUBBER LIMITED  
PERFECT,PERFECT INFRAENGINEER LTD
PERSISTENT,PERSISTENT SYSTEMS LTD   
PETRONET,PETRONET LNG LIMITED     
PFC,POWER FIN CORP LTD.      
PFIZER,PFIZER LTD               
PFOCUS,PRIME FOCUS LIMITED      
PFS,PTC INDIA FIN SERV LTD   
PGEL,PG ELECTROPLAST LTD      
PGHH,P&G HYGIENE & HEALTH CARE
PGHL,PROCTER & GAMBLE HEALTH L
PGIL,PEARL GLOBAL IND LIMITED 
PGINVIT,POWERGRID INFRA. INVITS  
PHANTOMFX,PHANTOM DIGITAL EFF LTD  
PHOENIXLTD,THE PHOENIX MILLS LTD    
PHOGLOBAL,PHOENIX OVERSEAS LIMITED 
PICCADIL,PICCADILY AGRO INDUSTRI L
PIDILITIND,PIDILITE INDUSTRIES LTD  
PIGL,POWER INSTRUMENT (G) LTD 
PIIND,PI INDUSTRIES LTD        
PILANIINVS,PILANI INV & IND COR LTD 
PILITA,PIL ITALICA LIFESTYLE LTD
PINELABS,PINE LABS LIMITED        
PIONEEREMB,PIONEER EMBROIDERIES LTD 
PIONRINV,PIONEER INVESTCORP LTD.  
PIRAMALFIN,PIRAMAL FINANCE LIMITED  
PITTIENG,PITTI ENGINEERING LIMITED
PIXTRANS,PIX TRANSMISSIONS LIMITED
PKTEA,THE P K TEA PROD CO LTD  
PLADAINFO,PLADA INFOTECH SERVICES L
PLASTIBLEN,PLASTIBLENDS INDIA LTD   
PLATIND,PLATINUM INDUSTRIES LTD  
PLAZACABLE,PLAZA WIRES LIMITED      
PML,PAUL MERCHANTS LTD.      
PNB,PUNJAB NATIONAL BANK     
PNBGILTS,PNB GILTS LIMITED        
PNBHOUSING,PNB HOUSING FIN LTD.     
PNC,PRITISH NANDY COMMUNICATI
PNCINFRA,PNC INFRATECH LTD.       
PNGJL,P N GADGIL JEWELLERS LTD 
PNGSREVA,PNGS REVA DIAMOND JEWEL L
POCL,PONDY OXIDES & CHEM LTD  
PODDARMENT,PODDAR PIGMENTS LIMITED  
POKARNA,POKARNA LIMITED          
POLICYBZR,PB FINTECH LIMITED       
POLYCAB,POLYCAB INDIA LIMITED    
POLYMED,POLY MEDICURE LIMITED    
POLYPLEX,POLYPLEX CORPORATION LTD 
POLYSIL,POLYSIL IRRIGATION SYST L
PONNIERODE,PONNIE SUGARS (ERODE) LTD
POONAWALLA,POONAWALLA FINCORP LTD   
POSITRON,POSITRON ENERGY LIMITED  
POWERGRID,POWER GRID CORP. LTD.    
POWERICA,POWERICA LIMITED         
POWERINDIA,HITACHI ENERGY INDIA LTD 
POWERMECH,POWER MECH PROJECTS LTD. 
PPAP,PPAP AUTOMOTIVE LIMITED  
PPL,PRAKASH PIPES LIMITED    
PPLPHARMA,PIRAMAL PHARMA LIMITED   
PPSL,PICTUREPOST STUDIOS LTD  
PRABHA,PRABHA ENERGY LIMITED    
PRADPME,PRADEEP METALS LTD.      
PRAENG,PRAJAY ENG. SYN. LTD.    
PRAJIND,PRAJ INDUSTRIES LTD      
PRAKASH,PRAKASH INDUSTRIES LTD   
PRAKASHSTL,PRAKASH STEELAGE LTD     
PRAMARA,PRAMARA PROMOTIONS LTD   
PRANIK,PRANIK LOGISTICS LIMITED 
PRATHAM,PRATHAM EPC PROJECTS LTD 
PRAVEG,PRAVEG LTD.              
PRAXIS,PRAXIS HOME RETAIL LTD   
PRECAM,PRECISION CAMSHAFTS LTD. 
PRECISION,PRECISION METALIKS LTD   
PRECOT,PRECOT LIMITED           
PRECWIRE,PRECISION WIRES INDIA LTD
PREMCO,PREMCO GLOBAL LTD.       
PREMEXPLN,PREMIER EXPLOSIVES LTD   
PREMIER,PREMIER LIMITED          
PREMIERENE,PREMIER ENERGIES LIMITED 
PREMIERPOL,PREMIER POLYFILM LTD     
PREMIUM,PREMIUM PLAST LIMITED    
PRESSTONIC,PRESSTONIC ENGINEERING L 
PRESTIGE,PRESTIGE ESTATE LTD      
PRICOLLTD,PRICOL LIMITED           
PRIMECAB,PRIME CABLE INDUSTRIES L 
PRIMESECU,PRIME SECURITIES LIMITED 
PRIMO,PRIMO CHEMICALS LIMITED  
PRINCEPIPE,PRINCE PIPES FITTINGS LTD
PRITI,PRITI INTERNATIONAL LTD  
PRITIKA,PRITIKA ENG COMPO LTD    
PRITIKAUTO,PRITIKA AUTO INDUS LTD   
PRIVISCL,PRIVI SPECIALITY CHE LTD 
PRIZOR,PRIZOR VIZTECH LIMITED   
PRLIND,PREMIER ROADLINES LIMITED
PROFX,PRO FX TECH LIMITED      
PROLIFE,PROLIFE INDUSTRIES LTD   
PROPEQUITY,P. E. ANALYTICS LIMITED  
PROPSHOP,PROPSHOP EVENTS AND EXH L
PROSTARM,PROSTARM INFO SYSTEMS LTD
PROTEAN,PROTEAN EGOV TECHNO LTD  
PROV,PROVENTUS AGROCOM LIMITED
PROZONER,PROZONE REALTY LIMITED   
PRSMJOHNSN,PRISM JOHNSON LIMITED    
PRUDENT,PRUDENT CORP ADV SER LTD 
PRUDMOULI,PRUDENTIAL SUGAR CORPORAT
PSB,PUNJAB & SIND BANK       
PSFL,PARAMOUNT SPECIALI FORG L
PSPPROJECT,PSP PROJECTS LIMITED     
PSRAJ,P S RAJ STEELS LIMITED   
PTC,PTC INDIA LIMITED        
PTCIL,PTC INDUSTRIES LIMITED   
PTL,PTL ENTERPRISES LTD      
PULZ,PULZ ELECTRONICS LIMITED 
PUNJABCHEM,PUNJAB CHEM & CROP PROT L
PURPLEUTED,PURPLE UNITED SALES LTD  
PURVA,PURAVANKARA LIMITED      
PURVFLEXI,PURV FLEXIPACK LIMITED   
PUSHPA,PUSHPA JEWELLERS LIMITED 
PVP,PVP VENTURES LIMITED     
PVRINOX,PVR INOX LIMITED         
PVSL,POPULAR VEHICLES N SER L 
PWL,PHYSICSWALLAH LIMITED    
PYRAMID,PYRAMID TECHNOPLAST LTD  
QFIL,QUALITY FOILS (INDIA) LTD
QLINE,Q-LINE BIOTECH LIMITED   
QMSMEDI,QMS MEDICAL ALLIED S LTD 
QPOWER,QUALITY POWER ELEC EQUP L
QUADFUTURE,QUADRANT FUTURE TEK LTD  
QUADPRO,QUADPRO ITES LIMITED     
QUESS,QUESS CORP LIMITED       
QUESTLAB,QUEST LABORATORIES LTD   
QUICKHEAL,QUICK HEAL TECH LTD      
QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L
QUINT,QUINT DIGITAL LTD.       
QVCEL,QVC EXPORTS LIMITED      
RACE,RACE ECO CHAIN LIMITED   
RACLGEAR,RACL GEARTECH LIMITED    
RADAAN,RADAAN MEDIAWORKS (I) LTD
RADHIKAJWE,RADHIKA JEWELTECH LIMITED
RADIANTCMS,RADIANT CASH MGMT SER LTD
RADICO,RADICO KHAITAN LTD       
RADIOCITY,MUSIC BROADCAST LIMITED  
RADIOWALLA,RADIOWALLA NETWORK LTD   
RAILTEL,RAILTEL CORP OF IND LTD  
RAIN,RAIN INDUSTRIES LIMITED  
RAINBOW,RAINBOW CHILDRENS MED LTD
RAJESHEXPO,RAJESH EXPORTS LTD       
RAJINDLTD,RAJPUTANA INDUSTRIES LTD 
RAJMET,RAJNANDINI METAL LIMITED 
RAJOOENG,RAJOO ENGINEERS LIMITED  
RAJPALAYAM,RAJAPALAYAM MILLS LTD.   
RAJPUTANA,RAJPUTANA BIODIESEL LTD  
RAJRATAN,RAJRATAN GLOBAL WIRE LTD 
RAJRILTD,RAJ RAYON INDUSTRIES LTD 
RAJSREESUG,RAJSHREE SUGAR & CHEMICAL
RAJTV,RAJ TV NETWORK LTD       
RALLIS,RALLIS INDIA LTD         
RAMANEWS,SHREE RAMA NEWSPRINT LTD 
RAMAPHO,RAMA PHOSPHATES LIMITED  
RAMASTEEL,RAMA STEEL TUBES LIMITED 
RAMBHAJO,ADVIT JEWELS LIMITED     
RAMCOCEM,THE RAMCO CEMENTS LIMITED
RAMCOIND,RAMCO INDUSTRIES LIMITED 
RAMCOSYS,RAMCO SYSTEMS LTD.       
RAMKY,RAMKY INFRA LTD          
RAMRAT,RAM RATNA WIRES LIMITED  
RANASUG,RANA SUGARS LTD.         
RANEHOLDIN,RANE HOLDINGS LIMITED    
RAPIDFLEET,RAPID FLEET MGT SERVICE L
RAPPID,RAPPID VALVES (INDIA) LTD
RATEGAIN,RATEGAIN TRAVEL TECHN LTD
RATNAMANI,RATNAMANI MET & TUB LTD. 
RATNAVEER,RATNAVEER PRECISION ENG L
RAYMOND,RAYMOND LTD              
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED
RAYMONDREL,RAYMOND REALTY LIMITED   
RBA,RESTAURANT BRAND ASIA LTD
RBLBANK,RBL BANK LIMITED         
RBMINFRA,RBM INFRACON LIMITED     
RBS,RAMDEVBABA SOLVENT LTD   
RBZJEWEL,RBZ JEWELLERS LIMITED    
RCDL,RAJGOR CASTOR DERIVATI L 
RCF,RASHTRIYA CHEMICALS & FER
RCOM,RELIANCE COMMUNICATIONS L
READYMIX,READYMIX CONSTRU MACHI L 
RECLTD,REC LIMITED              
REDINGTON,REDINGTON LIMITED        
REDTAPE,REDTAPE LIMITED          
REFEX,REFEX INDUSTRIES LIMITED 
REFRACTORY,REFRACTORY SHAPES LIMITED
REGAAL,REGAAL RESOURCES LIMITED 
REGENCERAM,REGENCY CERAMICS LTD.    
RELAXO,RELAXO FOOT LTD.         
RELCHEMQ,RELIANCE CHEMOTEX IND LTD
RELIABLE,RELIABLE DATA SERVICE LTD
RELIANCE,RELIANCE INDUSTRIES LTD  
RELIGARE,RELIGARE ENTER. LTD.     
RELINFRA,RELIANCE INFRASTRUCTU LTD
RELTD,RAVINDRA ENERGY LIMITED  
REMSONSIND,REMSONS INDUSTRIES LTD   
REMUS,REMUS PHARMACEUTICALS L  
RENUKA,SHREE RENUKA SUGARS LTD  
REPCOHOME,REPCO HOME FINANCE LTD   
REPL,RUDRABHISHEK ENTERP LTD  
REPRO,REPRO INDIA LIMITED      
RESPONIND,RESPONSIVE INDUSTRIES LTD
RETAIL,JHS SVENDGAARD RETAIL V L
REXPIPES,REX PIPES AND CABLES LTD 
REXPRO,REXPRO ENTERPRISES LTD   
RFBL,RFBL FLEXI PACK LIMITED  
RGL,RENAISSANCE GLOBAL LTD   
RHETAN,RHETAN TMT LIMITED       
RHFL,RELIANCE HOME FINANCE LTD
RHIM,RHI MAGNESITA INDIA LTD  
RHL,ROBUST HOTELS LIMITED    
RICHA,RICHA INFO SYSTEMS LTD   
RICOAUTO,RICO AUTO INDUSTRIES LTD 
RIIL,RELIANCE INDUSTRIAL INFRA
RIIT,RAAJMARG INFRA INVEST T  
RILINFRA,RACHANA INFRA LTD        
RIR,RIR POWER ELECTRONICS L  
RISHABH,RISHABH INSTRUMENTS LTD  
RITCO,RITCO LOGISTICS LIMITED  
RITES,RITES LIMITED            
RITEZONE,RITE ZONE CHEMCON IND LTD
RKDL,RAVI KUMAR DIST. LTD.    
RKEC,RKEC PROJECTS LIMITED    
RKFORGE,RAMKRISHNA FORGINGS LTD  
RKSWAMY,R K SWAMY LIMITED        
RMC,RMC SWITCHGEARS LIMITED  
RMDRIP,R M DRIP & SPRINK SYS LTD
RML,RANE (MADRAS) LIMITED    
RNBDENIMS,R&B DENIMS LIMITED       
RNFI,RNFI SERVICES LIMITED    
RNPL,RENOL POLYCHEM LIMITED   
ROADSTAR,ROADSTAR INFRA INVT TRUST
ROCKINGDCE,ROCKINGDEALS CIRCU ECO L 
ROHLTD,ROYAL ORCHID HOTELS LTD  
ROLEXRINGS,ROLEX RINGS LIMITED      
ROLLT,ROLLATAINERS LIMITED     
ROML,RAJ OIL MILLS LIMITED    
ROSSARI,ROSSARI BIOTECH LIMITED  
ROSSELLIND,ROSSELL INDIA LIMITED    
ROSSTECH,ROSSELL TECHSYS LIMITED  
ROTO,ROTO PUMPS LIMITED       
ROUTE,ROUTE MOBILE LIMITED     
ROXHITECH,ROX HI TECH LIMITED      
ROYALARC,ROYAL ARC ELECTRODES LTD 
RPEL,RAGHAV PRODUCTIVITY ENH L
RPGLIFE,RPG LIFE SCIENCES LTD    
RPOWER,RELIANCE POWER LTD.      
RPPINFRA,R.P.P INFRA PROJECTS LTD 
RPPL,RAJSHREE POLYPACK LTD    
RPSGVENT,RPSG VENTURES LIMITED    
RPTECH,RASHI PERIPHERALS LIMITED
RRIL,R R I L LTD.             
RRKABEL,R R KABEL LIMITED        
RSDFIN,R S D FINANCE LTD.       
RSL,RAJPUTANA STAINLESS LTD  
RSSOFTWARE,R. S. SOFTWARE (INDIA) LI
RSWM,RSWM LIMITED             
RSYSTEMS,R SYS INTERNATIONAL LTD  
RTL,RAMA TELECOM LIMITED     
RTNINDIA,RATTANINDIA ENT LIMITED  
RTNPOWER,RATTANINDIA POWER LIMITED
RUBFILA,RUBFILA INTERNATIONAL LTD
RUBICON,RUBICON RESEARCH LIMITED 
RUBYMILLS,THE RUBY MILLS LTD       
RUCHINFRA,RUCHI INFRASTRUCTURE LTD 
RUCHIRA,RUCHIRA PAPERS LIMITED   
RUDRA,RUDRA GLOBAL INFRA PROD L
RULKA,RULKA ELECTRICALS LIMITED
RUPA,RUPA & COMPANY LTD       
RUSHIL,RUSHIL DECOR LIMITED     
RUSTOMJEE,KEYSTONE REALTORS LIMITED
RVHL,RAVINDER HEIGHTS LIMITED 
RVNL,RAIL VIKAS NIGAM LIMITED 
RVTH,REVATHI EQUIPMENT INDIA L
S&SPOWER,S&S POWER SWITCHGEARS LTD
SAAKSHI,SAAKSHI MEDTEC N PANELS L
SAATVIKGL,SAATVIK GREEN ENERGY LTD 
SABAR,SABAR FLEX INDIA LIMITED 
SACHEEROME,SACHEEROME LIMITED       
SADBHAV,SADBHAV ENGINEERING LTD  
SADBHIN,SADBHAV INFRA PROJ LTD.  
SADHAV,SADHAV SHIPPING LIMITED  
SADHNANIQ,SADHANA NITROCHEM LIMITED
SAFARI,SAFARI IND (INDIA) LTD   
SAFEENTP,SAFE ENTER RETAIL FIX LTD
SAGARDEEP,SAGARDEEP ALLOYS LIMITED 
SAGCEM,SAGAR CEMENTS LIMITED    
SAGILITY,SAGILITY LIMITED         
SAHAJSOLAR,SAHAJ SOLAR LIMITED      
SAHANA,SAHANA SYSTEM LIMITED    
SAHASRA,SAHASRA ELECTRONIC SOLU L
SAHLIBHFI,SHALIBHADRA FINANCE LTD  
SAHYADRI,SAHYADRI INDUSTRIES LTD  
SAIFL,SAMEERA AGRO AND INFRA L 
SAIL,STEEL AUTHORITY OF INDIA 
SAILIFE,SAI LIFE SCIENCES LIMITED
SAIPARENT,SAI PARENTERALS LIMITED  
SAJHOTELS,SAJ HOTELS LIMITED       
SAKAR,SAKAR HEALTHCARE LIMITED 
SAKHTISUG,SAKTHI SUGARS LTD        
SAKSOFT,SAKSOFT LIMITED          
SAKUMA,SAKUMA EXPORTS LIMITED   
SALASAR,SALASAR TECHNO ENGG. LTD.
SALONA,SALONA COTSPIN LTD.      
